Time (s),X_pos (m),Y_pos (m),Z_pos (m),Phi_rot (rad),Theta_rot (rad),Psi_rot (rad)
21.9,6.0,6.0,1.9206,-0.0,-0.0,-0.0
21.95,6.0,6.0,1.9206,-0.0,-0.0,-0.0
22.0,6.0,6.0,1.9206,0.0,-0.0,-0.0
22.05,6.0,6.0,1.9206,0.0,-0.0,-0.0
22.1,6.0,6.0,1.9206,-0.0,0.0,-0.0
22.15,6.0,6.0,1.9206,-0.0,-0.0,-0.0
22.2,6.0,6.0,1.9206,-0.0,-0.0,-0.0
22.25,6.0,6.0,1.9206,0.0,0.0,-0.0
22.3,6.0,6.0,1.9206,0.0,0.0,-0.0
22.35,6.0,6.0,1.9206,0.0,0.0,-0.0
22.4,6.0,6.0,1.9206,0.0,0.0,-0.0
22.45,6.0,6.0,1.9206,0.0,-0.0,-0.0
22.5,6.0,6.0,1.9206,-0.0,-0.0,-0.0
22.55,6.0,6.0,1.9206,-0.0,-0.0,-0.0
22.6,6.0,6.0,1.9206,0.0,-0.0,-0.0
22.65,6.0,6.0,1.9206,-0.0,-0.0,-0.0
22.7,6.0,6.0,1.9206,-0.0,-0.0,-0.0
22.75,6.0,6.0,1.9206,-0.0,-0.0,-0.0
22.8,6.0,6.0,1.9206,-0.0,-0.0,-0.0
22.85,6.0,6.0,1.9206,-0.0,-0.0,-0.0
22.9,6.0,6.0,1.9206,-0.0,-0.0,-0.0
22.95,6.0,6.0,1.9206,0.0,0.0,-0.0
23.0,6.0,6.0,1.9206,0.0,0.0,-0.0
23.05,6.0,6.0,1.9206,0.0,0.0,-0.0
23.1,6.0,6.0,1.9206,0.0,0.0,-0.0
23.15,6.0,6.0,1.9206,0.0,0.0,-0.0
23.2,6.0,6.0,1.9206,0.0,0.0,-0.0
23.25,6.0,6.0,1.9206,-0.0,0.0,-0.0
23.3,6.0,6.0,1.9206,-0.0,-0.0,-0.0
23.35,6.0,6.0,1.9206,-0.0,-0.0,-0.0
23.4,6.0,6.0,1.9206,-0.0,0.0,-0.0
23.45,6.0,6.0,1.9206,-0.0,0.0,-0.0
23.5,6.0,6.0,1.9206,-0.0,0.0,-0.0
23.55,6.0,6.0,1.9206,-0.0,0.0,-0.0
23.6,6.0,6.0,1.9206,0.0,0.0,-0.0
23.65,6.0,6.0,1.9206,0.0,-0.0,-0.0
23.7,6.0,6.0,1.9206,-0.0,-0.0,-0.0
23.75,6.0,6.0,1.9206,-0.0,0.0,-0.0
23.8,6.0,6.0,1.9206,-0.0,0.0,-0.0
23.85,6.0,6.0,1.9206,-0.0,0.0,-0.0
23.9,6.0,6.0,1.9206,-0.0,-0.0,-0.0
23.95,6.0,6.0,1.9206,0.0,-0.0,-0.0
24.0,6.0,6.0,1.9206,0.0,0.0,-0.0
24.05,6.0,6.0,1.9206,0.0,0.0,-0.0
24.1,6.0,6.0,1.9206,-0.0,0.0,-0.0
24.15,6.0,6.0,1.9206,-0.0,0.0,-0.0
24.2,6.0,6.0,1.9206,-0.0,-0.0,-0.0
24.25,6.0,6.0,1.9206,-0.0,-0.0,-0.0
24.3,6.0,6.0,1.9206,-0.0,-0.0,-0.0
24.35,6.0,6.0,1.9206,-0.0,0.0,-0.0
24.4,6.0,6.0,1.9206,-0.0,0.0,-0.0
24.45,6.0,6.0,1.9206,-0.0,0.0,-0.0
24.5,6.0,6.0,1.9206,-0.0,0.0,-0.0
24.55,6.0,6.0,1.9206,0.0,0.0,-0.0
24.6,6.0,6.0,1.9206,0.0,-0.0,-0.0
24.65,6.0,6.0,1.9206,0.0,-0.0,-0.0
24.7,6.0,6.0,1.9206,-0.0,-0.0,-0.0
24.75,6.0,6.0,1.9206,0.0,-0.0,-0.0
24.8,6.0,6.0,1.9206,0.0,-0.0,-0.0
24.85,6.0,6.0,1.9206,0.0,0.0,-0.0
24.9,6.0,6.0,1.9206,0.0,0.0,-0.0
24.95,6.0,6.0,1.9206,-0.0,0.0,-0.0
